,yield per ha,CO2/ha,Soil_Organic_Matter,Application_Rate_Unit_kg/ha,Crop_Protection_Application_Doses,Total_Water_Applied_mm,Soil_pH
13401,1934.4086021505377,146.48,2.5,200.0,15,350,5.5
13411,1934.4086021505377,146.48,2.5,200.0,15,350,5.5
13421,1948.279569892473,150.72,2.5,200.0,15,350,5.5
13431,1948.279569892473,150.72,2.5,200.0,15,350,5.5
13441,2943.030303030303,1092.64,2.5,240.0,24,350,5.5
13451,2943.030303030303,1092.64,2.5,4.0,24,350,5.5
13461,2943.030303030303,1092.64,2.5,175.0,24,350,5.5
13471,2943.030303030303,1092.64,2.5,200.0,24,350,5.5
13481,2694.607843137255,1070.82,2.5,280.0,21,350,5.5
13491,2694.607843137255,1070.82,2.5,4.0,21,350,5.5
13501,2694.607843137255,1070.82,2.5,200.0,21,350,5.5
13511,2694.607843137255,1070.82,2.5,200.0,21,350,5.5
13521,3039.457831325301,1114.04,2.5,290.0,22,350,5.5
13531,3039.457831325301,1114.04,2.5,4.0,22,350,5.5
13541,3039.457831325301,1114.04,2.5,200.0,22,350,5.5
13551,3039.457831325301,1114.04,2.5,200.0,22,350,5.5
13561,2464.8,960.06,2.5,290.0,26,350,5.5
13571,2464.8,960.06,2.5,4.0,26,350,5.5
13581,2464.8,960.06,2.5,200.0,26,350,5.5
13591,2464.8,960.06,2.5,200.0,26,350,5.5
13601,2120.9523809523807,1072.26,2.5,280.0,22,350,5.5
13611,2120.9523809523807,1072.26,2.5,4.0,22,350,5.5
13621,2120.9523809523807,1072.26,2.5,200.0,22,350,5.5
13631,2120.9523809523807,1072.26,2.5,200.0,22,350,5.5
13641,2868.809523809524,612.67,2.5,200.0,8,350,5.5
13651,2868.809523809524,612.67,2.5,135.0,8,350,5.5
13661,4362.705882352941,905.4,2.5,324.0,15,350,5.5
13671,4362.705882352941,905.4,2.5,220.0,15,350,5.5
13681,4362.705882352941,905.4,2.5,200.0,15,350,5.5
13691,3324.0,1001.87,2.5,150.0,20,350,5.5
13701,3324.0,1001.87,2.5,2.0,20,350,5.5
13711,3324.0,1001.87,2.5,134.0,20,350,5.5
13721,3324.0,1001.87,2.5,200.0,20,350,5.5
13731,3720.0,1038.38,2.5,150.0,20,350,5.5
13741,3720.0,1038.38,2.5,2.0,20,350,5.5
13751,3720.0,1038.38,2.5,160.0,20,350,5.5
13761,3720.0,1038.38,2.5,200.0,20,350,5.5
13771,2527.8,1057.15,2.5,290.0,20,350,5.5
13781,2527.8,1057.15,2.5,4.0,20,350,5.5
13791,2527.8,1057.15,2.5,200.0,20,350,5.5
13801,2527.8,1057.15,2.5,200.0,20,350,5.5
13811,2915.9848484848485,1036.88,2.5,280.0,19,350,5.5
13821,2915.9848484848485,1036.88,2.5,4.0,19,350,5.5
13831,2915.9848484848485,1036.88,2.5,200.0,19,350,5.5
13841,2915.9848484848485,1036.88,2.5,200.0,19,350,5.5
13851,2395.1063829787236,1011.75,2.5,200.0,23,350,5.5
13861,2395.1063829787236,1011.75,2.5,4.0,23,350,5.5
13871,2395.1063829787236,1011.75,2.5,175.0,23,350,5.5
13881,2395.1063829787236,1011.75,2.5,200.0,23,350,5.5
13891,3216.0,-751.2,2.5,200.0,15,350,5.5
13901,6275.5,-33.22,2.5,400.0,12,350,5.5
13911,6275.5,-33.22,2.5,400.0,12,350,5.5
13921,6275.5,-33.22,2.5,100.0,12,350,5.5
13931,6275.5,-33.22,2.5,150.0,12,350,5.5
13941,2127.1111111111113,-631.74,2.5,230.0,15,350,5.5
13951,6247.75,472.93,2.5,400.0,9,350,5.5
13961,6247.75,472.93,2.5,150.0,9,350,5.5
13971,6247.75,472.93,2.5,170.0,9,350,5.5
13981,6247.75,472.93,2.5,100.0,9,350,5.5
13991,3449.375,1204.59,2.5,280.0,12,350,5.5
14011,3449.375,1204.59,2.5,217.0,12,350,5.5
14021,3449.375,1204.59,2.5,244.0,12,350,5.5
14031,3449.375,1204.59,2.5,200.0,12,350,5.5
14041,5464.174757281553,371.18,2.5,160.0,15,350,5.5
14051,5464.174757281553,371.18,2.5,160.0,15,350,5.5
14061,5464.174757281553,371.18,2.5,250.0,15,350,5.5
14071,3742.181818181818,1207.57,2.5,260.0,21,350,5.5
14081,3742.181818181818,1207.57,2.5,150.0,21,350,5.5
14091,3742.181818181818,1207.57,2.5,200.0,21,350,5.5
14101,3819.875,1334.76,2.5,180.0,16,350,5.5
14111,3819.875,1334.76,2.5,170.0,16,350,5.5
14121,3819.875,1334.76,2.5,220.0,16,350,5.5
14131,3819.875,1334.76,2.5,250.0,16,350,5.5
14141,4065.5,1163.01,2.5,250.0,16,350,5.5
14151,4065.5,1163.01,2.5,180.0,16,350,5.5
14161,4065.5,1163.01,2.5,170.0,16,350,5.5
14171,4065.5,1163.01,2.5,200.0,16,350,5.5
14181,4065.5,1163.01,2.5,225.0,16,350,5.5
14191,3555.25,1281.43,2.5,180.0,15,350,5.5
14201,3555.25,1281.43,2.5,170.0,15,350,5.5
14211,3555.25,1281.43,2.5,250.0,15,350,5.5
14221,3555.25,1281.43,2.5,220.0,15,350,5.5
14231,4145.098039215686,780.85,2.5,200.0,13,350,5.5
14241,4145.098039215686,780.85,2.5,135.0,13,350,5.5
14251,5480.666666666667,456.07,2.5,400.0,9,350,5.5
14261,5480.666666666667,456.07,2.5,150.0,9,350,5.5
14271,5480.666666666667,456.07,2.5,100.0,9,350,5.5
14281,5480.666666666667,456.07,2.5,270.0,9,350,5.5
14291,3974.375,865.97,2.5,210.0,26,350,5.5
14301,3974.375,865.97,2.5,160.0,26,350,5.5
14311,3974.375,865.97,2.5,200.0,26,350,5.5
14321,3974.375,865.97,2.5,150.0,26,350,5.5
14331,3680.4,870.72,2.5,220.0,26,350,5.5
14341,3680.4,870.72,2.5,160.0,26,350,5.5
14351,3680.4,870.72,2.5,200.0,26,350,5.5
14361,3680.4,870.72,2.5,150.0,26,350,5.5
14371,2700.0,830.74,2.5,220.0,12,350,5.5
14381,2700.0,830.74,2.5,200.0,12,350,5.5
14391,2700.0,-883.5,2.72,220.0,12,350,5.5
14401,3600.0,-398.67,3.950561797752809,155.0,20,350,5.5
14411,3600.0,-398.67,3.950561797752809,185.0,20,350,5.5
14421,3600.0,-398.67,3.950561797752809,180.0,20,350,5.5
14431,3600.0,-398.67,3.950561797752809,180.0,20,350,5.5
14441,3300.0,-53.86,3.2,148.5,20,350,5.5
14451,3300.0,-53.86,3.2,183.3,20,350,5.5
14461,3300.0,-53.86,3.2,180.0,20,350,5.5
14471,3300.0,-53.86,3.2,120.0,20,350,5.5
14481,3000.0,-550.94,3.4,153.8,22,350,5.5
14491,3000.0,-550.94,3.4,163.6,22,350,5.5
14501,3000.0,-550.94,3.4,176.0,22,350,5.5
14511,2760.0,158.85,3.0,170.0,23,350,5.5
14521,2760.0,158.85,3.0,167.0,23,350,5.5
14531,2760.0,158.85,3.0,180.0,23,350,5.5
14541,4283.90243902439,1125.68,2.459999918937683,190.0,20,350,5.5
14551,4283.90243902439,1125.68,2.459999918937683,180.0,20,350,5.5
14561,4283.90243902439,1125.68,2.459999918937683,200.0,20,350,5.5
14571,3075.0,106.79,2.837500015894572,180.0,25,350,5.5
14581,3075.0,106.79,2.837500015894572,180.0,25,350,5.5
14591,3075.0,106.79,2.837500015894572,200.0,25,350,5.5
14601,4283.958333333333,-1147.02,3.4375,180.0,20,350,5.5
14611,4283.958333333333,-1147.02,3.4375,200.0,20,350,5.5
14621,4983.529411764706,889.29,3.1,250.0,25,450,5.5
14631,4983.529411764706,889.29,3.1,180.0,25,450,5.5
14641,4983.529411764706,889.29,3.1,200.0,25,450,5.5
14651,3888.235294117647,1379.92,2.3,300.0,29,450,5.5
14661,3888.235294117647,1379.92,2.3,180.0,29,450,5.5
14671,3888.235294117647,1379.92,2.3,200.0,29,450,5.5
14681,4268.166666666667,802.59,0.5903333333333334,233.0,15,450,5.5
14691,5424.48,534.02,1.453709677419355,233.0,15,450,5.5
14701,5424.48,534.02,1.453709677419355,100.0,15,450,5.5
14711,4062.5,744.04,0.5900000000000001,200.0,15,450,5.5
14721,3533.521126760563,472.02,3.3,450.0,27,350,6.25
14731,3533.521126760563,472.02,3.3,180.0,27,350,6.25
14741,3304.705882352941,-1159.96,3.3,450.0,19,350,6.3
14761,3304.705882352941,-1180.46,3.3,450.0,18,350,6.3
14781,3338.8732394366198,369.19,3.3,450.0,23,350,6.25
14791,3338.8732394366198,369.19,3.3,180.0,23,350,6.25
14801,7611.724137931034,-1008.32,3.73,200.0,15,450,5.5
14811,7611.724137931034,-1008.32,3.73,200.0,15,450,5.5
14821,7611.724137931034,-1008.32,3.73,200.0,15,450,5.5
14831,7611.724137931034,-1008.32,3.73,3.0,15,450,5.5
14841,678.6666666666666,889.8,3.0125,550.0,21,350,5.5
14851,678.6666666666666,889.8,3.0125,190.0,21,350,5.5
14861,678.6666666666666,889.8,3.0125,210.0,21,350,5.5
14871,2820.0,1427.98,2.230769230769231,550.0,13,350,5.5
14881,2820.0,1427.98,2.230769230769231,400.0,13,350,5.5
14891,3240.0,441.3,3.330000000000003,270.0,15,350,5.5
14901,3240.0,441.3,3.330000000000003,230.0,15,350,5.5
14911,3240.0,441.3,3.330000000000003,170.0,15,350,5.5
14921,3240.0,441.3,3.330000000000003,230.0,15,350,5.5
14931,2888.7804878048782,-454.38,2.4,270.0,15,450,5.5
14941,3637.9310344827586,-454.58,3.07,200.0,15,450,6.09
14951,3637.9310344827586,-454.58,3.07,160.0,15,450,6.09
14961,5027.893497554791,874.36,2.9875,240.0,21,350,5.5
14971,5027.893497554791,874.36,2.9875,250.0,21,350,5.5
14981,5027.893497554791,874.36,2.9875,100.0,21,350,5.5
14991,5027.893497554791,874.36,2.9875,150.0,21,350,5.5
15001,4879.74987974988,493.64,3.1,240.0,21,350,5.5
15011,4879.74987974988,493.64,3.1,150.0,21,350,5.5
15021,2924.923076923077,-1190.97,3.0355140186915888,300.0,15,350,5.5
15031,2924.923076923077,-1190.97,3.0355140186915888,150.0,15,350,5.5
15041,2620.769230769231,-1410.83,3.318181818181818,300.0,15,350,5.5
15051,2620.769230769231,-1410.83,3.318181818181818,150.0,15,350,5.5
15061,2925.0,-1190.97,3.0355140186915888,300.0,15,350,5.5
15071,2925.0,-1190.97,3.0355140186915888,150.0,15,350,5.5
15081,3158.986928104575,-1262.25,3.1419354838709674,300.0,15,350,5.5
15091,3158.986928104575,-1262.25,3.1419354838709674,150.0,15,350,5.5
15101,1769.91452991453,836.03,2.7416666666666667,150.0,13,450,5.5
15111,1769.91452991453,836.03,2.7416666666666667,90.0,13,450,5.5
15121,1769.91452991453,836.03,2.7416666666666667,190.0,13,450,5.5
15131,2681.101694915254,532.7,2.665,190.0,15,450,5.5
15141,3662.777777777778,-780.0,2.67,430.0,15,350,5.5
15151,3060.0,-784.57,2.66,430.0,15,350,5.5
15161,1444.5,-878.14,2.66,430.0,15,350,5.5
15171,3923.0,-815.78,2.76,430.0,15,350,5.5
15181,2446.5,-806.41,2.62,430.0,15,350,5.5
15191,2946.4285714285716,-892.81,2.8,430.0,15,350,5.5
15201,2048.6666666666665,-526.57,2.22,430.0,15,350,5.5
15211,2995.25,1050.18,2.2394736842105263,250.0,15,350,5.5
15221,2995.25,1050.18,2.2394736842105263,217.0,15,350,5.5
15231,2995.25,1050.18,2.2394736842105263,200.0,15,350,5.5
15241,2995.25,1050.18,2.2394736842105263,185.0,15,350,5.5
15251,2100.0,874.96,2.4363636363636365,250.0,15,350,5.5
15261,2100.0,874.96,2.4363636363636365,217.0,15,350,5.5
15271,2100.0,874.96,2.4363636363636365,185.0,15,350,5.5
15281,2100.0,874.96,2.4363636363636365,200.0,15,350,5.5
15291,1797.5833333333333,924.29,2.6045454545454545,250.0,24,350,5.5
15301,1797.5833333333333,924.29,2.6045454545454545,217.0,24,350,5.5
15311,1797.5833333333333,924.29,2.6045454545454545,185.0,24,350,5.5
15321,1797.5833333333333,924.29,2.6045454545454545,200.0,24,350,5.5
15331,2013.25,562.63,2.6,3.0,12,450,5.5
15341,2013.25,562.63,2.6,200.0,12,450,5.5
15351,2140.206896551724,1044.24,2.4,3.0,26,450,5.5
15361,2140.206896551724,1044.24,2.4,200.0,26,450,5.5
15371,3986.8263473053894,-560.47,3.525,180.0,15,350,5.5
15381,3986.8263473053894,-560.47,3.525,200.0,15,350,5.5
15391,3986.8263473053894,-560.47,3.525,120.0,15,350,5.5
15401,4243.181818181818,-549.69,2.3200000000000003,200.0,15,350,5.5
15411,3936.804733727811,-1596.85,3.595,180.0,9,350,5.5
15421,3936.804733727811,-1596.85,3.595,200.0,9,350,5.5
15431,3549.2561983471073,10.59,3.365,185.0,9,350,5.5
15441,3549.2561983471073,10.59,3.365,200.0,9,350,5.5
15451,3549.2561983471073,10.59,3.365,120.0,9,350,5.5
15461,4485.6,-608.16,2.407264,200.0,15,350,5.5
15471,3998.3739837398375,-126.15,4.104878048780488,200.0,25,350,6.341463414634147
15481,3998.3739837398375,-126.15,4.104878048780488,200.0,25,350,6.341463414634147
15491,3998.3739837398375,-126.15,4.104878048780488,130.0,25,350,6.341463414634147
15501,3998.3739837398375,-126.15,4.104878048780488,200.0,25,350,6.341463414634147
15511,1920.0,-540.66,3.9499999999999984,170.0,16,350,6.245238095238095
15521,1920.0,-540.66,3.9499999999999984,75.0,16,350,6.245238095238095
15531,1920.0,-540.66,3.9499999999999984,105.0,16,350,6.245238095238095
15541,3240.0,-594.29,4.0344827586206895,152.9,18,350,6.286206896551724
15551,3240.0,-594.29,4.0344827586206895,150.0,18,350,6.286206896551724
15561,3240.0,-594.29,4.0344827586206895,170.0,18,350,6.286206896551724
15571,3240.0,-594.29,4.0344827586206895,110.0,18,350,6.286206896551724
15581,3037.1666666666665,211.31,4.0,255.0,25,450,5.5
15591,3037.1666666666665,211.31,4.0,3.0,25,450,5.5
15601,3037.1666666666665,211.31,4.0,270.0,25,450,5.5
15611,3037.1666666666665,211.31,4.0,200.0,25,450,5.5
15621,3103.0434782608695,1417.4,2.1864285714285714,250.0,28,450,5.5
15631,3103.0434782608695,1417.4,2.1864285714285714,190.0,28,450,5.5
15641,3103.0434782608695,1417.4,2.1864285714285714,150.0,28,450,5.5
15651,3103.0434782608695,1417.4,2.1864285714285714,220.0,28,450,5.5
15661,2567.4,1180.36,2.4338,300.0,25,450,5.5
15671,2567.4,1180.36,2.4338,190.0,25,450,5.5
15681,2567.4,1180.36,2.4338,220.0,25,450,5.5
15691,2567.4,1180.36,2.4338,150.0,25,450,5.5
15701,2592.8571428571427,780.88,3.068571428571428,300.0,25,450,5.5
15711,2592.8571428571427,780.88,3.068571428571428,191.0,25,450,5.5
15721,2592.8571428571427,780.88,3.068571428571428,200.0,25,450,5.5
15731,2592.8571428571427,780.88,3.068571428571428,180.0,25,450,5.5
15741,1699.8,1076.78,2.4338,250.0,24,450,5.5
15751,1699.8,1076.78,2.4338,190.0,24,450,5.5
15761,1699.8,1076.78,2.4338,150.0,24,450,5.5
15771,1699.8,1076.78,2.4338,220.0,24,450,5.5
15781,5764.333333333333,1107.97,2.5,200.0,15,450,5.5
15791,5764.333333333333,1107.97,2.5,200.0,15,450,5.5
15801,5764.333333333333,1107.97,2.5,200.0,15,450,5.5
15811,5418.521739130435,-433.52,2.5,200.0,15,450,5.5
15821,5418.521739130435,-433.52,2.5,200.0,15,450,5.5
15831,1744.375,765.19,2.563913043478261,300.0,14,450,5.5
15841,1744.375,765.19,2.563913043478261,193.0,14,450,5.5
15851,1744.375,765.19,2.563913043478261,200.0,14,450,5.5
15861,1744.375,765.19,2.563913043478261,150.0,14,450,5.5
15871,3425.8333333333335,871.47,2.717777777777777,300.0,17,450,5.5
15881,3425.8333333333335,871.47,2.717777777777777,193.0,17,450,5.5
15891,3425.8333333333335,871.47,2.717777777777777,170.0,17,450,5.5
15901,3425.8333333333335,871.47,2.717777777777777,200.0,17,450,5.5
15911,1985.3424657534247,1031.5,2.5357142857142856,250.0,25,450,5.5
15921,1985.3424657534247,1031.5,2.5357142857142856,193.0,25,450,5.5
15931,1985.3424657534247,1031.5,2.5357142857142856,220.0,25,450,5.5
15941,1985.3424657534247,1031.5,2.5357142857142856,150.0,25,450,5.5
15951,2561.5789473684213,1705.3,2.5846153846153843,300.0,16,450,5.5
15961,2561.5789473684213,1705.3,2.5846153846153843,193.0,16,450,5.5
15971,2561.5789473684213,1705.3,2.5846153846153843,150.0,16,450,5.5
15981,2561.5789473684213,1705.3,2.5846153846153843,380.0,16,450,5.5
16001,2789.3865030674847,1626.4,3.2700000000000005,148.0,31,450,5.5
16011,2789.3865030674847,1626.4,3.2700000000000005,200.0,31,450,5.5
16021,2789.3865030674847,1626.4,3.2700000000000005,100.0,31,450,5.5
16031,2789.3865030674847,1626.4,3.2700000000000005,283.0,31,450,5.5
16041,2789.3865030674847,1626.4,3.2700000000000005,200.0,31,450,5.5
16051,2333.3333333333335,1198.62,2.5,148.0,27,450,5.5
16061,2333.3333333333335,1198.62,2.5,200.0,27,450,5.5
16071,2333.3333333333335,1198.62,2.5,220.0,27,450,5.5
16091,2713.217391304348,1555.52,2.5,148.0,37,450,5.5
16101,2713.217391304348,1555.52,2.5,185.0,37,450,5.5
16111,2713.217391304348,1555.52,2.5,138.0,37,450,5.5
16121,2713.217391304348,1555.52,2.5,100.0,37,450,5.5
16131,2713.217391304348,1555.52,2.5,200.0,37,450,5.5
16141,3573.9622641509436,1550.66,2.5,148.0,33,450,5.5
16151,3573.9622641509436,1550.66,2.5,200.0,33,450,5.5
16161,3573.9622641509436,1550.66,2.5,150.0,33,450,5.5
16171,3573.9622641509436,1550.66,2.5,100.0,33,450,5.5
16181,2113.3333333333335,1198.42,2.5,148.0,32,450,5.5
16191,2113.3333333333335,1198.42,2.5,200.0,32,450,5.5
16201,3180.0664451827242,1227.33,2.5,200.0,15,350,5.5
16211,3180.0664451827242,1227.33,2.5,400.0,15,350,5.5
16221,3180.0664451827242,1227.33,2.5,150.0,15,350,5.5
16231,3179.87012987013,1227.33,2.5,200.0,15,350,5.5
16241,3179.87012987013,1227.33,2.5,400.0,15,350,5.5
16251,3179.87012987013,1227.33,2.5,150.0,15,350,5.5
16261,3968.996710526316,367.54,2.95,200.0,12,350,5.5
16271,3929.3650793650795,387.73,2.9,200.0,12,350,5.5
16281,4631.329508605638,247.19,3.2,200.0,14,350,5.5
16291,4212.562396006655,424.83,2.9,200.0,13,350,5.5
16301,3580.1901257283043,-43.81,3.8,260.0,21,350,5.5
16311,3580.1901257283043,-43.81,3.8,200.0,21,350,5.5
16321,3580.1901257283043,-43.81,3.8,230.0,21,350,5.5
16331,3580.1901257283043,-43.81,3.8,116.0,21,350,5.5
16341,4053.714285714286,295.39,3.4,260.0,21,350,5.5
16351,4053.714285714286,295.39,3.4,185.0,21,350,5.5
16361,4053.714285714286,295.39,3.4,116.0,21,350,5.5
16371,4053.714285714286,295.39,3.4,117.0,21,350,5.5
16381,4288.301886792453,120.65,3.6,180.0,24,350,5.5
16391,4288.301886792453,120.65,3.6,173.0,24,350,5.5
16401,4288.301886792453,120.65,3.6,132.0,24,350,5.5
16411,4288.301886792453,120.65,3.6,100.0,24,350,5.5
16421,4288.301886792453,120.65,3.6,116.0,24,350,5.5
16431,4616.96,1131.2,2.9285714285714284,220.0,20,450,5.5
16441,4616.96,1131.2,2.9285714285714284,3.0,20,450,5.5
16451,4616.96,1131.2,2.9285714285714284,220.0,20,450,5.5
16461,4616.96,1131.2,2.9285714285714284,200.0,20,450,5.5
16471,3886.2727272727275,183.79,3.9,220.0,18,450,5.5
16481,3886.2727272727275,183.79,3.9,192.0,18,450,5.5
16491,3886.2727272727275,183.79,3.9,186.0,18,450,5.5
16501,3886.2727272727275,183.79,3.9,185.0,18,450,5.5
16511,3330.909090909091,497.31,3.54,220.0,18,450,5.5
16521,3330.909090909091,497.31,3.54,3.0,18,450,5.5
16531,3330.909090909091,497.31,3.54,197.0,18,450,5.5
16541,3330.909090909091,497.31,3.54,152.0,18,450,5.5
16551,3330.909090909091,497.31,3.54,228.0,18,450,5.5
16561,3255.531914893617,567.74,3.657142857142857,220.0,18,450,5.5
16571,3255.531914893617,567.74,3.657142857142857,3.0,18,450,5.5
16581,3255.531914893617,567.74,3.657142857142857,207.0,18,450,5.5
16591,3255.531914893617,567.74,3.657142857142857,207.0,18,450,5.5
16601,3063.214285714286,742.46,3.3125,220.0,19,450,5.5
16611,3063.214285714286,742.46,3.3125,3.0,19,450,5.5
16621,3063.214285714286,742.46,3.3125,197.0,19,450,5.5
16631,3063.214285714286,742.46,3.3125,200.0,19,450,5.5
16641,4475.555555555556,2027.96,2.5,189.0,27,450,5.5
16651,4475.555555555556,2027.96,2.5,220.0,27,450,5.5
16661,4475.555555555556,2027.96,2.5,3.0,27,450,5.5
16671,4475.555555555556,2027.96,2.5,226.0,27,450,5.5
16681,4475.555555555556,2027.96,2.5,200.0,27,450,5.5
16691,2760.0,476.87,2.6153846153846154,120.0,23,350,5.5
16701,2760.0,476.87,2.6153846153846154,200.0,23,350,5.5
16721,2765.9615384615386,754.96,2.3625,120.0,18,350,5.5
16731,2765.9615384615386,754.96,2.3625,200.0,18,350,5.5
16761,4217.444444444444,1296.0,2.5964285714285715,272.22,28,450,5.5
16771,4217.444444444444,1296.0,2.5964285714285715,122.22,28,450,5.5
16781,4217.444444444444,1296.0,2.5964285714285715,66.66,28,450,5.5
16791,4217.444444444444,1296.0,2.5964285714285715,200.0,28,450,5.5
16801,4217.444444444444,1296.0,2.5964285714285715,60.0,28,450,5.5
16811,4217.444444444444,1296.0,2.5964285714285715,25.0,28,450,5.5
16821,4217.444444444444,1296.0,2.5964285714285715,100.0,28,450,5.5
16831,3014.0,1704.04,2.745945945945946,272.72,27,450,5.5
16841,3014.0,1704.04,2.745945945945946,130.9,27,450,5.5
16851,3014.0,1704.04,2.745945945945946,63.63,27,450,5.5
16861,3014.0,1704.04,2.745945945945946,80.0,27,450,5.5
16871,3014.0,1704.04,2.745945945945946,109.09,27,450,5.5
16881,3014.0,1704.04,2.745945945945946,101.0,27,450,5.5
16891,3014.0,1704.04,2.745945945945946,209.09,27,450,5.5
16901,2882.695652173913,931.08,2.371052631578947,260.82,24,450,5.5
16911,2882.695652173913,931.08,2.371052631578947,122.6,24,450,5.5
16921,2882.695652173913,931.08,2.371052631578947,63.47,24,450,5.5
16931,2882.695652173913,931.08,2.371052631578947,204.34,24,450,5.5
16941,2882.695652173913,931.08,2.371052631578947,100.0,24,450,5.5
16951,4063.2380952380954,654.06,2.5,200.0,18,450,5.5
16961,4063.2380952380954,654.06,2.5,180.0,18,450,5.5
16971,4063.2380952380954,654.06,2.5,3.0,18,450,5.5
16981,4063.2380952380954,654.06,2.5,200.0,18,450,5.5
16991,3128.9166666666665,-499.54,2.5,200.0,16,450,5.5
17001,3128.9166666666665,-499.54,2.5,190.0,16,450,5.5
17011,5575.166666666667,62.84,2.5,230.0,21,450,5.5
17021,5575.166666666667,62.84,2.5,3.0,21,450,5.5
17031,5575.166666666667,62.84,2.5,4.0,21,450,5.5
17041,5575.166666666667,62.84,2.5,200.0,21,450,5.5
17051,5575.166666666667,62.84,2.5,100.0,21,450,5.5
17061,4855.428571428572,922.66,2.5,150.0,18,450,5.5
17071,4855.428571428572,922.66,2.5,120.0,18,450,5.5
17081,4855.428571428572,922.66,2.5,230.0,18,450,5.5
17091,4855.428571428572,922.66,2.5,2.0,18,450,5.5
17101,4855.428571428572,922.66,2.5,200.0,18,450,5.5
17111,4855.428571428572,922.66,2.5,150.0,18,450,5.5
17121,2928.6153846153848,687.7,2.5,200.0,21,450,5.5
17131,2928.6153846153848,687.7,2.5,160.0,21,450,5.5
17141,2928.6153846153848,687.7,2.5,3.0,21,450,5.5
17151,2928.6153846153848,687.7,2.5,200.0,21,450,5.5
17161,5445.166666666667,1101.12,2.5,120.0,26,450,5.5
17171,5445.166666666667,1101.12,2.5,250.0,26,450,5.5
17181,5445.166666666667,1101.12,2.5,2.5,26,450,5.5
17191,5445.166666666667,1101.12,2.5,200.0,26,450,5.5
17201,5445.166666666667,1101.12,2.5,150.0,26,450,5.5
17211,5445.166666666667,1101.12,2.5,100.0,26,450,5.5
17221,3062.7118644067796,-1917.69,4.3,220.0,10,450,5.5
17231,3062.7118644067796,-1917.69,4.3,200.0,10,450,5.5
17241,4957.25,486.58,3.4,170.0,17,350,5.5
17251,4957.25,486.58,3.4,190.0,17,350,5.5
17261,4957.25,486.58,3.4,200.0,17,350,5.5
17271,4957.25,486.58,3.4,218.0,17,350,5.5
17281,2400.0,67.82,1.662,180.0,22,350,5.5
17291,2400.0,67.82,1.662,190.0,22,350,5.5
17301,3540.0,-677.41,3.7,180.0,20,350,5.5
17311,3540.0,-677.41,3.7,150.0,20,350,5.5
17321,3540.0,-677.41,3.7,200.0,20,350,5.5
17331,3144.6511627906975,1029.05,2.5,180.0,15,350,5.5
17341,3144.6511627906975,1029.05,2.5,180.0,15,350,5.5
17351,3144.6511627906975,1029.05,2.5,200.0,15,350,5.5
17361,3144.6511627906975,1029.05,2.5,220.0,15,350,5.5
17371,3894.0,245.89,3.6,160.0,21,350,5.5
17381,3894.0,245.89,3.6,180.0,21,350,5.5
17391,3894.0,245.89,3.6,200.0,21,350,5.5
17401,3720.0,216.15,3.5,170.0,17,350,5.5
17411,3720.0,216.15,3.5,180.0,17,350,5.5
17421,3720.0,216.15,3.5,195.0,17,350,5.5
17431,3720.0,216.15,3.5,200.0,17,350,5.5
17441,3256.75,1629.12,2.0926829268292684,190.0,19,350,5.5
17451,3256.75,1629.12,2.0926829268292684,180.0,19,350,5.5
17461,3256.75,1629.12,2.0926829268292684,260.0,19,350,5.5
17471,3256.75,1629.12,2.0926829268292684,200.0,19,350,5.5
17481,5315.384615384615,359.61,3.5,180.0,16,350,5.5
17491,5315.384615384615,359.61,3.5,150.0,16,350,5.5
17501,5315.384615384615,359.61,3.5,210.0,16,350,5.5
17511,5315.384615384615,359.61,3.5,200.0,16,350,5.5
17521,3780.0,-7.88,1.825,190.0,17,350,5.5
17531,3780.0,-7.88,1.825,180.0,17,350,5.5
17541,3780.0,157.5,1.5182795698924731,180.0,17,350,5.5
17551,3780.0,157.5,1.5182795698924731,150.0,17,350,5.5
17561,5371.75,434.41,2.5,200.0,23,450,5.5
17571,5371.75,434.41,2.5,170.0,23,450,5.5
17581,5371.75,434.41,2.5,200.0,23,450,5.5
17591,2817.2,1367.99,2.5,160.0,36,450,5.5
17601,2817.2,1367.99,2.5,180.0,36,450,5.5
17611,2817.2,1367.99,2.5,200.0,36,450,5.5
17621,2083.6363636363635,1269.01,2.5,220.0,31,450,5.5
17631,2083.6363636363635,1269.01,2.5,150.0,31,450,5.5
17641,2083.6363636363635,1269.01,2.5,200.0,31,450,5.5
17651,3650.0,-402.67,2.5,190.0,22,450,5.5
17661,3650.0,-402.67,2.5,150.0,22,450,5.5
17671,3275.1162790697676,1324.09,2.5,160.0,30,450,5.5
17681,3275.1162790697676,1324.09,2.5,180.0,30,450,5.5
17691,3275.1162790697676,1324.09,2.5,200.0,30,450,5.5
17701,3275.1162790697676,1324.09,2.5,210.0,30,450,5.5
17711,1897.0666666666666,-408.64,2.5,200.0,25,450,5.5
17721,1897.0666666666666,-408.64,2.5,150.0,25,450,5.5
17731,4888.307692307692,-346.99,2.5,220.0,20,450,5.5
17741,4888.307692307692,-346.99,2.5,150.0,20,450,5.5
17751,4826.285714285715,384.3,2.5,220.0,21,450,5.5
17761,4826.285714285715,384.3,2.5,140.0,21,450,5.5
17771,4826.285714285715,384.3,2.5,200.0,21,450,5.5
17781,4474.75,695.54,2.5,220.0,37,450,5.5
17791,4474.75,695.54,2.5,155.0,37,450,5.5
