,yield per ha,CO2/ha,Soil_Organic_Matter,Application_Rate_Unit_kg/ha,Crop_Protection_Application_Doses,Total_Water_Applied_mm,Soil_pH
26461,4833.777777777777,432.04,3.5,200.0,19,450,5.5
26471,4833.777777777777,432.04,3.5,200.0,19,450,5.5
26481,3480.0,-561.2,4.9,230.0,23,350,5.5
26491,3480.0,-561.2,4.9,3.0,23,350,5.5
26501,3480.0,-561.2,4.9,200.0,23,350,5.5
26511,3480.0,-561.2,4.9,200.0,23,350,5.5
26521,2771.3846153846152,-644.77,5.746666666666667,230.0,21,350,5.5
26531,2771.3846153846152,-644.77,5.746666666666667,3.0,21,350,5.5
26541,2771.3846153846152,-644.77,5.746666666666667,200.0,21,350,5.5
26551,2771.3846153846152,-644.77,5.746666666666667,200.0,21,350,5.5
26561,3392.923076923077,-486.74,5.63,230.0,23,350,5.5
26571,3392.923076923077,-486.74,5.63,3.0,23,350,5.5
26581,3392.923076923077,-486.74,5.63,200.0,23,350,5.5
26591,3392.923076923077,-486.74,5.63,200.0,23,350,5.5
26601,2089.2,-553.42,5.58,230.0,22,350,5.5
26611,2089.2,-553.42,5.58,3.0,22,350,5.5
26621,2089.2,-553.42,5.58,200.0,22,350,5.5
26631,2089.2,-553.42,5.58,200.0,22,350,5.5
26641,2661.625,-510.27,5.46,230.0,18,350,5.5
26651,2661.625,-510.27,5.46,3.0,18,350,5.5
26661,2661.625,-510.27,5.46,200.0,18,350,5.5
26671,2661.625,-510.27,5.46,200.0,18,350,5.5
26681,2580.0,-430.58,5.430769230769231,230.0,21,350,5.5
26691,2580.0,-430.58,5.430769230769231,3.0,21,350,5.5
26701,2580.0,-430.58,5.430769230769231,200.0,21,350,5.5
26711,2580.0,-430.58,5.430769230769231,200.0,21,350,5.5
26721,1100.0,429.34,2.5,300.0,15,450,5.5
26731,1100.0,429.34,2.5,240.0,15,450,5.5
26741,1100.0,429.34,2.5,150.0,15,450,5.5
26751,1100.0,429.34,2.5,200.0,15,450,5.5
26761,628.0,406.39,2.5,300.0,15,450,5.5
26771,628.0,406.39,2.5,240.0,15,450,5.5
26781,628.0,406.39,2.5,150.0,15,450,5.5
26791,628.0,406.39,2.5,200.0,15,450,5.5
26801,4228.16091954023,-567.71,3.725806160860284,150.0,13,350,5.5
26811,4228.16091954023,-567.71,3.725806160860284,140.0,13,350,5.5
26821,4228.16091954023,-567.71,3.725806160860284,140.0,13,350,5.5
26831,4228.16091954023,-567.71,3.725806160860284,200.0,13,350,5.5
26841,2520.0,-410.53,3.641414141414141,150.0,22,350,5.5
26861,2520.0,-410.53,3.641414141414141,110.0,22,350,5.5
26871,2520.0,-410.53,3.641414141414141,150.0,22,350,5.5
26881,2520.0,-410.53,3.641414141414141,200.0,22,350,5.5
26891,3960.0,383.8,2.5,150.0,13,350,5.5
26911,3960.0,383.8,2.5,140.0,13,350,5.5
26921,3960.0,383.8,2.5,75.0,13,350,5.5
26931,3960.0,383.8,2.5,105.0,13,350,5.5
26941,3960.0,383.8,2.5,180.0,13,350,5.5
26951,3147.1428571428573,-377.84,1.9857142857142855,220.0,13,350,5.596428571428572
26961,2495.222222222222,1223.25,1.4216216216216215,150.0,14,350,6.25945945945946
26971,2495.222222222222,1223.25,1.4216216216216215,220.0,14,350,6.25945945945946
26981,2495.222222222222,1223.25,1.4216216216216215,130.0,14,350,6.25945945945946
26991,5297.115384615385,-99.18,2.85,150.0,19,350,5.977272727272728
27001,5297.115384615385,-99.18,2.85,220.0,19,350,5.977272727272728
27011,5297.115384615385,-99.18,2.85,130.0,19,350,5.977272727272728
27021,3954.0,1153.57,1.92,150.0,24,350,5.6466666666666665
27031,3954.0,1153.57,1.92,220.0,24,350,5.6466666666666665
27041,3954.0,1153.57,1.92,130.0,24,350,5.6466666666666665
27051,3779.324324324324,90.49,1.626470588235294,150.0,13,350,6.202941176470588
27061,3779.324324324324,90.49,1.626470588235294,220.0,13,350,6.202941176470588
27071,2400.0,567.91,2.8,210.0,27,350,5.5
27081,2400.0,567.91,2.8,150.0,27,350,5.5
27091,2400.0,567.91,2.8,200.0,27,350,5.5
27101,2400.0,567.91,2.8,150.0,27,350,5.5
27111,2340.0,56.43,3.5,210.0,27,350,5.5
27121,2340.0,56.43,3.5,200.0,27,350,5.5
27131,2340.0,56.43,3.5,150.0,27,350,5.5
27141,2340.0,56.43,3.5,200.0,27,350,5.5
27151,2749.181818181818,1645.88,1.78,280.0,24,450,5.5
27161,2749.181818181818,1645.88,1.78,200.0,24,450,5.5
27171,2749.181818181818,1645.88,1.78,200.0,24,450,5.5
27181,2749.181818181818,1645.88,1.78,170.0,24,450,5.5
27191,2321.1111111111113,1615.81,1.7100000000000002,280.0,27,450,5.5
27201,2321.1111111111113,1615.81,1.7100000000000002,200.0,27,450,5.5
27211,2321.1111111111113,1615.81,1.7100000000000002,200.0,27,450,5.5
27221,2321.1111111111113,1615.81,1.7100000000000002,170.0,27,450,5.5
27231,4380.588235294118,1716.36,1.708695652173913,250.0,22,450,5.5
27241,4380.588235294118,1716.36,1.708695652173913,200.0,22,450,5.5
27251,4380.588235294118,1716.36,1.708695652173913,150.0,22,450,5.5
27261,4380.588235294118,1716.36,1.708695652173913,120.0,22,450,5.5
27271,4382.972582972583,242.86,2.5,248.0,20,450,5.5
27281,4382.972582972583,242.86,2.5,130.0,20,450,5.5
27291,4382.972582972583,242.86,2.5,170.0,20,450,5.5
27301,4382.972582972583,242.86,2.5,140.0,20,450,5.5
27311,4382.972582972583,242.86,2.5,230.0,20,450,5.5
27321,2760.0,-131.89,2.5,200.0,15,350,5.5
27331,712.4418604651163,421.94,3.0,220.0,15,350,5.5
27341,712.4418604651163,421.94,3.0,400.0,15,350,5.5
27351,1535.844155844156,-436.46,3.0,210.0,16,350,5.94
27361,1122.7118644067796,-527.09,2.9,400.0,16,450,5.5
27371,1122.7118644067796,-527.09,2.9,175.0,16,450,5.5
27381,1122.7118644067796,-527.09,2.9,200.0,16,450,5.5
27391,1122.7118644067796,-527.09,2.9,80.0,16,450,5.5
27401,5377.222222222223,1327.21,1.6800000000000002,200.0,23,350,5.5
27411,5377.222222222223,1327.21,1.6800000000000002,300.0,23,350,5.5
27421,5377.222222222223,1327.21,1.6800000000000002,200.0,23,350,5.5
27431,5377.222222222223,1327.21,1.6800000000000002,200.0,23,350,5.5
27441,5274.074074074074,1293.0,1.5666666666666669,200.0,17,350,5.5
27451,5274.074074074074,1293.0,1.5666666666666669,300.0,17,350,5.5
27461,5274.074074074074,1293.0,1.5666666666666669,200.0,17,350,5.5
27471,5274.074074074074,1293.0,1.5666666666666669,200.0,17,350,5.5
27481,3780.0,835.69,2.4511111111111115,200.0,26,350,5.5
27491,3780.0,835.69,2.4511111111111115,300.0,26,350,5.5
27501,3780.0,835.69,2.4511111111111115,200.0,26,350,5.5
27511,3780.0,835.69,2.4511111111111115,200.0,26,350,5.5
27521,2640.0,571.3,2.542222222222222,200.0,24,350,5.5
27531,2640.0,571.3,2.542222222222222,200.0,24,350,5.5
27541,2640.0,571.3,2.542222222222222,300.0,24,350,5.5
27551,2640.0,571.3,2.542222222222222,200.0,24,350,5.5
27561,3960.0,1420.99,1.551923076923077,200.0,25,350,5.5
27571,3960.0,1420.99,1.551923076923077,300.0,25,350,5.5
27581,3960.0,1420.99,1.551923076923077,200.0,25,350,5.5
27591,3960.0,1420.99,1.551923076923077,200.0,25,350,5.5
27601,3704.0,995.51,2.5,400.0,27,450,5.5
27611,3704.0,995.51,2.5,200.0,27,450,5.5
27621,3704.0,995.51,2.5,150.0,27,450,5.5
27631,3704.0,995.51,2.5,130.0,27,450,5.5
27641,3497.28,932.95,2.5,400.0,24,450,5.5
27651,3497.28,932.95,2.5,200.0,24,450,5.5
27661,3497.28,932.95,2.5,150.0,24,450,5.5
27671,3497.28,932.95,2.5,130.0,24,450,5.5
27681,3754.7252747252746,-1042.23,3.0451679999999994,180.0,15,450,5.5
27691,4473.888888888889,771.61,1.4,350.0,10,450,5.5
27701,4473.888888888889,771.61,1.4,150.0,10,450,5.5
27711,4473.888888888889,771.61,1.4,200.0,10,450,5.5
27721,3805.873015873016,696.66,1.5,350.0,12,450,5.5
27731,3805.873015873016,696.66,1.5,150.0,12,450,5.5
27741,3805.873015873016,696.66,1.5,200.0,12,450,5.5
27751,2411.8478260869565,-753.31,2.45,350.0,10,450,5.5
27761,2411.8478260869565,-753.31,2.45,150.0,10,450,5.5
27771,2638.4,1371.51,2.0,200.0,20,350,5.4
27781,2638.4,1371.51,2.0,200.0,20,350,5.4
27791,2640.3488372093025,-187.87,2.7,200.0,19,350,5.5
27801,2254.8571428571427,546.65,2.69875,200.0,12,350,5.5
27811,2254.8571428571427,546.65,2.69875,150.0,12,350,5.5
27821,2254.8571428571427,546.65,2.69875,150.0,12,350,5.5
27831,2254.8571428571427,546.65,2.69875,100.0,12,350,5.5
27841,3772.1666666666665,643.77,2.89,200.0,19,350,5.5
27851,3772.1666666666665,643.77,2.89,150.0,19,350,5.5
27861,3772.1666666666665,643.77,2.89,150.0,19,350,5.5
27871,3772.1666666666665,643.77,2.89,100.0,19,350,5.5
27881,2606.8571428571427,767.85,2.635,200.0,18,350,5.5
27891,2606.8571428571427,767.85,2.635,150.0,18,350,5.5
27901,2606.8571428571427,767.85,2.635,100.0,18,350,5.5
27911,2606.8571428571427,767.85,2.635,150.0,18,350,5.5
27921,3882.0,706.31,2.7625,200.0,17,350,5.5
27931,3882.0,706.31,2.7625,150.0,17,350,5.5
27941,3882.0,706.31,2.7625,100.0,17,350,5.5
27951,3882.0,706.31,2.7625,150.0,17,350,5.5
27961,2730.5128205128203,950.91,2.38,200.0,17,350,5.5
27971,2730.5128205128203,950.91,2.38,150.0,17,350,5.5
27981,2730.5128205128203,950.91,2.38,100.0,17,350,5.5
27991,2730.5128205128203,950.91,2.38,150.0,17,350,5.5
28001,2254.8,-2246.65,4.4,200.0,15,350,5.5
28011,2254.8,-2246.65,4.4,150.0,15,350,5.5
28021,2254.7619047619046,-1154.65,2.93,200.0,15,350,5.5
28031,2254.7619047619046,-1154.65,2.93,150.0,15,350,5.5
28041,2400.0,83.5,3.3,210.0,17,350,5.5
28051,2400.0,83.5,3.3,170.0,17,350,5.5
28061,2400.0,83.5,3.3,100.0,17,350,5.5
28071,2400.0,83.5,3.3,270.0,17,350,5.5
28081,3717.0,349.32,3.1,210.0,29,350,5.5
28091,3717.0,349.32,3.1,130.0,29,350,5.5
28101,3717.0,349.32,3.1,150.0,29,350,5.5
28111,3717.0,349.32,3.1,200.0,29,350,5.5
28121,3540.0,116.95,3.35,210.0,27,350,5.5
28131,3540.0,116.95,3.35,130.0,27,350,5.5
28141,3540.0,116.95,3.35,200.0,27,350,5.5
28151,3540.0,116.95,3.35,150.0,27,350,5.5
28161,3540.0,401.31,3.05,210.0,30,350,5.5
28171,3540.0,401.31,3.05,130.0,30,350,5.5
28181,3540.0,401.31,3.05,150.0,30,350,5.5
28191,3540.0,401.31,3.05,200.0,30,350,5.5
28201,5880.0,-768.13,2.8,380.0,15,350,5.5
28211,2400.0,192.63,3.4595238095238097,210.0,14,350,5.5
28221,2400.0,192.63,3.4595238095238097,210.0,14,350,5.5
28231,2400.0,192.63,3.4595238095238097,200.0,14,350,5.5
28241,2400.0,2902.12,3.905769230769231,210.0,15,350,5.5
28251,2400.0,2902.12,3.905769230769231,170.0,15,350,5.5
28261,2400.0,2902.12,3.905769230769231,210.0,15,350,5.5
28271,2400.0,2902.12,3.905769230769231,200.0,15,350,5.5
28281,3600.0,-360.06,3.325,210.0,20,350,5.5
28291,3600.0,-360.06,3.325,170.0,20,350,5.5
28301,3600.0,-360.06,3.325,200.0,20,350,5.5
28311,4320.0,354.65,3.4477611940298507,210.0,16,350,5.5
28321,4320.0,354.65,3.4477611940298507,210.0,16,350,5.5
28331,4320.0,354.65,3.4477611940298507,200.0,16,350,5.5
28341,4320.0,689.97,3.1818181818181817,210.0,25,350,5.5
28351,4320.0,689.97,3.1818181818181817,200.0,25,350,5.5
28361,3552.0,772.27,2.7125,215.0,12,350,5.5
28371,3552.0,772.27,2.7125,200.0,12,350,5.5
28381,3552.0,772.27,2.7125,200.0,12,350,5.5
28391,2442.0,1047.35,2.2285714285714286,215.0,11,350,5.5
28401,2442.0,1047.35,2.2285714285714286,200.0,11,350,5.5
28411,2442.0,1047.35,2.2285714285714286,200.0,11,350,5.5
28421,1989.6666666666667,1158.87,2.18125,215.0,16,350,5.5
28431,1989.6666666666667,1158.87,2.18125,200.0,16,350,5.5
28441,1989.6666666666667,1158.87,2.18125,200.0,16,350,5.5
28451,1464.5,1095.32,2.1707317073170733,215.0,14,350,5.5
28461,1464.5,1095.32,2.1707317073170733,200.0,14,350,5.5
28471,1464.5,1095.32,2.1707317073170733,200.0,14,350,5.5
28481,6205.882352941177,682.99,2.8525,220.0,13,350,5.95
28491,6205.882352941177,682.99,2.8525,130.0,13,350,5.95
28501,5324.390243902439,599.35,3.0408,220.0,18,350,5.779999999999999
28511,5324.390243902439,599.35,3.0408,130.0,18,350,5.779999999999999
28521,3200.8264462809916,-717.18,3.6976714285714287,250.0,20,450,5.5
28531,3200.8264462809916,-717.18,3.6976714285714287,70.0,20,450,5.5
28541,3200.8264462809916,-717.18,3.6976714285714287,190.0,20,450,5.5
28551,3200.8264462809916,-717.18,3.6976714285714287,180.0,20,450,5.5
28561,3200.8264462809916,-717.18,3.6976714285714287,175.0,20,450,5.5
28571,4074.9354005167957,911.44,3.628457142857143,260.0,20,450,5.5
28581,4074.9354005167957,911.44,3.628457142857143,190.0,20,450,5.5
28591,4074.9354005167957,911.44,3.628457142857143,175.0,20,450,5.5
28601,4074.9354005167957,911.44,3.628457142857143,180.0,20,450,5.5
28611,4074.9354005167957,911.44,3.628457142857143,70.0,20,450,5.5
28621,2681.75,-350.22,4.88125,340.0,17,450,5.5
28641,2681.75,-350.22,4.88125,150.0,17,450,5.5
28661,2681.75,-350.22,4.88125,200.0,17,450,5.5
28671,2829.6103896103896,-233.82,5.907407407407407,340.0,21,450,5.5
28691,2829.6103896103896,-233.82,5.907407407407407,150.0,21,450,5.5
28711,2829.6103896103896,-233.82,5.907407407407407,200.0,21,450,5.5
28721,3032.3,-1866.87,4.1125,300.0,15,450,5.5
28731,5715.0,-131.55,3.922118181818182,450.0,15,450,5.5
28741,5715.0,-131.55,3.922118181818182,200.0,15,450,5.5
28751,5715.0,-131.55,3.922118181818182,200.0,15,450,5.5
28761,5823.725490196079,-148.62,4.611764705882353,340.0,22,450,5.5
28781,5823.725490196079,-148.62,4.611764705882353,150.0,22,450,5.5
28791,5823.725490196079,-148.62,4.611764705882353,200.0,22,450,5.5
28811,4651.111111111111,1876.18,2.5,250.0,27,450,5.5
28831,4651.111111111111,1876.18,2.5,150.0,27,450,5.5
28841,4651.111111111111,1876.18,2.5,100.0,27,450,5.5
28851,4651.111111111111,1876.18,2.5,200.0,27,450,5.5
28861,2872.0,1625.27,2.5,250.0,18,450,5.5
28881,2872.0,1625.27,2.5,150.0,18,450,5.5
28901,2872.0,1625.27,2.5,200.0,18,450,5.5
28911,3122.7027027027025,1770.6,2.5,250.0,27,450,5.5
28931,3122.7027027027025,1770.6,2.5,150.0,27,450,5.5
28941,3122.7027027027025,1770.6,2.5,100.0,27,450,5.5
28951,3122.7027027027025,1770.6,2.5,200.0,27,450,5.5
28961,2338.75,1742.96,2.5,250.0,25,450,5.5
28981,2338.75,1742.96,2.5,150.0,25,450,5.5
29011,2338.75,1742.96,2.5,200.0,25,450,5.5
29021,1939.7777777777778,1764.19,2.5,250.0,27,450,5.5
29041,1939.7777777777778,1764.19,2.5,150.0,27,450,5.5
29071,1939.7777777777778,1764.19,2.5,200.0,27,450,5.5
29081,1080.0,2261.29,0.4,140.0,17,350,5.5
29091,1080.0,2261.29,0.4,200.0,17,350,5.5
29101,1080.0,2261.29,0.4,200.0,17,350,5.5
29111,3327.5,456.16,3.7,340.0,23,450,5.5
29131,3327.5,456.16,3.7,160.0,23,450,5.5
29141,3327.5,456.16,3.7,150.0,23,450,5.5
29151,3327.5,456.16,3.7,200.0,23,450,5.5
29181,3240.0,945.5,2.7564102564102564,200.0,17,350,5.5
29191,3240.0,945.5,2.7564102564102564,180.0,17,350,5.5
29201,3240.0,945.5,2.7564102564102564,200.0,17,350,5.5
29211,3240.0,945.5,2.7564102564102564,200.0,17,350,5.5
29231,3572.962962962963,2071.85,2.5,200.0,23,350,5.5
29241,3572.962962962963,2071.85,2.5,200.0,23,350,5.5
29251,3572.962962962963,2071.85,2.5,200.0,23,350,5.5
29261,3572.962962962963,2071.85,2.5,200.0,23,350,5.5
29271,3572.962962962963,2071.85,2.5,200.0,23,350,5.5
29291,3240.0,928.75,2.661904761904762,200.0,13,350,5.5
29301,3240.0,928.75,2.661904761904762,180.0,13,350,5.5
29311,3240.0,928.75,2.661904761904762,180.0,13,350,5.5
29321,3240.0,928.75,2.661904761904762,200.0,13,350,5.5
29341,3240.0,326.57,2.6166666666666667,200.0,16,350,5.5
29351,3240.0,326.57,2.6166666666666667,180.0,16,350,5.5
29361,3240.0,326.57,2.6166666666666667,150.0,16,350,5.5
29371,3240.0,326.57,2.6166666666666667,200.0,16,350,5.5
29381,3754.186046511628,572.75,2.5,200.0,25,350,5.5
29391,3754.186046511628,572.75,2.5,150.0,25,350,5.5
29401,3754.186046511628,572.75,2.5,160.0,25,350,5.5
29411,3754.186046511628,572.75,2.5,50.0,25,350,5.5
29431,3401.9858156028367,1915.66,2.7564102564102564,200.0,25,350,5.5
29441,3401.9858156028367,1915.66,2.7564102564102564,200.0,25,350,5.5
29451,3401.9858156028367,1915.66,2.7564102564102564,200.0,25,350,5.5
29461,3401.9858156028367,1915.66,2.7564102564102564,200.0,25,350,5.5
29471,3401.9858156028367,1915.66,2.7564102564102564,200.0,25,350,5.5
29491,2580.0,1348.88,2.5708333333333333,280.0,14,350,5.5
29501,2580.0,1348.88,2.5708333333333333,150.0,14,350,5.5
29521,2580.0,1348.88,2.5708333333333333,200.0,14,350,5.5
29531,2580.0,1061.97,2.5278260869565217,200.0,16,350,5.5
29541,2580.0,1061.97,2.5278260869565217,180.0,16,350,5.5
29551,2580.0,1061.97,2.5278260869565217,200.0,16,350,5.5
29561,2580.0,1061.97,2.5278260869565217,200.0,16,350,5.5
29581,2548.695652173913,-998.34,2.95,150.0,15,450,5.5
29591,4273.809523809524,-582.69,2.5708333333333333,150.0,15,450,5.5
29601,4273.809523809524,-582.69,2.5708333333333333,200.0,15,450,5.5
29611,3156.190476190476,-606.88,2.5278260869565217,150.0,15,450,5.5
29621,3156.190476190476,-606.88,2.5278260869565217,200.0,15,450,5.5
29631,4076.4285714285716,-16.35,2.5,200.0,15,450,5.5
29641,4076.4285714285716,-16.35,2.5,150.0,15,450,5.5
29651,4076.4285714285716,-16.35,2.5,200.0,15,450,5.5
29661,1604.7619047619048,-716.67,2.5,150.0,15,450,5.5
29671,2963.9473684210525,354.92,3.2,280.0,15,350,5.5
29681,2963.9473684210525,354.92,3.2,200.0,15,350,5.5
29691,2963.9473684210525,354.92,3.2,200.0,15,350,5.5
29701,3840.0,-355.63,4.2,240.0,15,350,5.5
29711,3840.0,-355.63,4.2,180.0,15,350,5.5
29721,3840.0,-355.63,4.2,200.0,15,350,5.5
29731,3312.0833333333335,131.19,3.5,240.0,15,350,5.5
29741,3312.0833333333335,131.19,3.5,180.0,15,350,5.5
29751,3312.0833333333335,131.19,3.5,200.0,15,350,5.5
29761,3311.978021978022,109.16,3.6,240.0,15,350,5.5
29771,3311.978021978022,109.16,3.6,180.0,15,350,5.5
29781,3311.978021978022,109.16,3.6,200.0,15,350,5.5
29791,3834.0,-504.55,4.4,240.0,15,350,5.5
29801,3834.0,-504.55,4.4,180.0,15,350,5.5
29811,3834.0,-504.55,4.4,200.0,15,350,5.5
29821,3834.0,1055.45,2.3,240.0,15,350,5.5
29831,3834.0,1055.45,2.3,180.0,15,350,5.5
29841,3834.0,1055.45,2.3,200.0,15,350,5.5
29851,3140.990990990991,848.81,2.7071428571428573,240.0,22,350,5.5
29861,3140.990990990991,848.81,2.7071428571428573,150.0,22,350,5.5
29871,3140.990990990991,848.81,2.7071428571428573,200.0,22,350,5.5
29881,2915.3571428571427,995.0,2.4,240.0,19,350,5.5
29891,2915.3571428571427,995.0,2.4,150.0,19,350,5.5
29901,2915.3571428571427,995.0,2.4,200.0,19,350,5.5
29911,4457.802197802198,333.95,3.671951219512195,230.0,19,450,5.5
29921,4457.802197802198,333.95,3.671951219512195,3.0,19,450,5.5
29931,4457.802197802198,333.95,3.671951219512195,170.0,19,450,5.5
29941,4457.802197802198,333.95,3.671951219512195,200.0,19,450,5.5
29951,4876.25,727.1,3.3425,230.0,25,450,5.5
29961,4876.25,727.1,3.3425,3.0,25,450,5.5
29971,4876.25,727.1,3.3425,170.0,25,450,5.5
29981,4876.25,727.1,3.3425,200.0,25,450,5.5
29991,3373.90625,764.59,3.248854961832061,230.0,27,450,5.5
30001,3373.90625,764.59,3.248854961832061,3.0,27,450,5.5
30011,3373.90625,764.59,3.248854961832061,170.0,27,450,5.5
30021,3373.90625,764.59,3.248854961832061,200.0,27,450,5.5
30031,4218.732394366197,563.84,3.479710144927536,250.0,22,450,5.5
30041,4218.732394366197,563.84,3.479710144927536,3.75,22,450,5.5
30051,4218.732394366197,563.84,3.479710144927536,180.0,22,450,5.5
30061,4218.732394366197,563.84,3.479710144927536,200.0,22,450,5.5
30071,3576.0833333333335,1189.74,2.5,250.0,17,450,5.5
30081,3576.0833333333335,1189.74,2.5,3.0,17,450,5.5
30091,3576.0833333333335,1189.74,2.5,180.0,17,450,5.5
30101,3576.0833333333335,1189.74,2.5,200.0,17,450,5.5
30111,2580.0,635.2,3.046875,280.0,17,350,5.5
30121,2580.0,635.2,3.046875,200.0,17,350,5.5
30131,2580.0,635.2,3.046875,200.0,17,350,5.5
30141,2580.0,635.2,3.046875,200.0,17,350,5.5
30161,3241.44,-1169.08,3.2221463414634144,150.0,15,450,5.5
30171,2083.157894736842,-695.83,2.5,150.0,15,450,5.5
30181,3215.714285714286,-665.62,2.5,320.0,15,450,5.5
30191,3215.714285714286,-665.62,2.5,210.0,15,450,5.5
30201,3057.021276595745,-643.96,3.2,300.0,15,450,5.5
30211,2390.566037735849,-399.78,2.8,300.0,15,450,5.5
30221,4290.0,32.85,3.5,167.0,10,450,5.5
30231,4290.0,32.85,3.5,135.0,10,450,5.5
30241,3139.813664596273,-1145.98,3.6,135.0,8,450,5.5
30251,3139.813664596273,-1145.98,3.6,167.0,8,450,5.5
30261,3139.813664596273,-1145.98,3.6,135.0,8,450,5.5
30271,2242.5641025641025,863.69,2.5,450.0,15,350,5.5
30281,2242.5641025641025,863.69,2.5,190.0,15,350,5.5
30291,2242.5641025641025,863.69,2.5,190.0,15,350,5.5
30301,2242.5641025641025,863.69,2.5,200.0,15,350,5.5
30311,2979.5833333333335,514.75,3.1,450.0,15,350,5.5
30321,2979.5833333333335,514.75,3.1,180.0,15,350,5.5
30331,2979.5833333333335,514.75,3.1,200.0,15,350,5.5
30341,4719.558823529412,580.45,3.1,450.0,15,350,5.5
30351,4719.558823529412,580.45,3.1,200.0,15,350,5.5
30361,4719.558823529412,580.45,3.1,200.0,15,350,5.5
30371,4335.5,-0.97,2.5,200.0,15,450,5.5
30381,3630.8571428571427,-337.4,3.1,160.0,15,450,5.5
30391,3630.8571428571427,-337.4,3.1,450.0,15,450,5.5
30401,3630.8571428571427,-337.4,3.1,200.0,15,450,5.5
30411,4014.4,438.65,2.1,160.0,15,450,5.5
30421,4014.4,438.65,2.1,450.0,15,450,5.5
30431,4014.4,438.65,2.1,200.0,15,450,5.5
30441,4473.6,848.98,2.5,450.0,15,450,5.5
30451,4473.6,848.98,2.5,160.0,15,450,5.5
30461,4473.6,848.98,2.5,200.0,15,450,5.5
30471,4473.6,848.98,2.5,160.0,15,450,5.5
30481,4585.916666666667,105.64,3.540625,230.0,9,350,5.5
30491,4585.916666666667,105.64,3.540625,1.0,9,350,5.5
30501,4585.916666666667,105.64,3.540625,2.0,9,350,5.5
30511,4585.916666666667,105.64,3.540625,230.0,9,350,5.5
30521,4585.916666666667,105.64,3.540625,110.0,9,350,5.5
30531,4585.916666666667,105.64,3.540625,150.0,9,350,5.5
30541,4585.916666666667,105.64,3.540625,100.0,9,350,5.5
30551,4023.304347826087,546.63,2.8833333333333333,230.0,10,350,5.5
30561,4023.304347826087,546.63,2.8833333333333333,2.0,10,350,5.5
30571,4023.304347826087,546.63,2.8833333333333333,1.0,10,350,5.5
30581,4023.304347826087,546.63,2.8833333333333333,230.0,10,350,5.5
30591,4023.304347826087,546.63,2.8833333333333333,150.0,10,350,5.5
30601,4023.304347826087,546.63,2.8833333333333333,110.0,10,350,5.5
30611,4023.304347826087,546.63,2.8833333333333333,100.0,10,350,5.5
30621,4288.869565217391,436.83,2.940625,230.0,12,350,5.5
30631,4288.869565217391,436.83,2.940625,1.0,12,350,5.5
30641,4288.869565217391,436.83,2.940625,230.0,12,350,5.5
30651,4288.869565217391,436.83,2.940625,100.0,12,350,5.5
30661,4288.869565217391,436.83,2.940625,120.0,12,350,5.5
30671,4288.869565217391,436.83,2.940625,110.0,12,350,5.5
30681,4587.384615384615,449.67,2.69,220.0,16,450,5.5
30691,4587.384615384615,449.67,2.69,130.0,16,450,5.5
30701,4587.384615384615,449.67,2.69,200.0,16,450,5.5
30711,4587.384615384615,449.67,2.69,80.0,16,450,5.5
30721,6741.676646706587,-1035.15,5.38,220.0,15,450,5.5
30731,6741.676646706587,-1035.15,5.38,130.0,15,450,5.5
30741,6741.676646706587,-1035.15,5.38,200.0,15,450,5.5
30751,6741.676646706587,-1035.15,5.38,80.0,15,450,5.5
30761,6482.275449101797,-1092.21,5.38,220.0,13,450,5.5
30771,6482.275449101797,-1092.21,5.38,135.0,13,450,5.5
30781,6482.275449101797,-1092.21,5.38,80.0,13,450,5.5
30791,6482.275449101797,-1092.21,5.38,200.0,13,450,5.5
30801,3372.6890756302523,-427.99,3.75,220.0,15,450,5.5
30811,3372.6890756302523,-427.99,3.75,135.0,15,450,5.5
30821,3372.6890756302523,-427.99,3.75,80.0,15,450,5.5
30831,3372.6890756302523,-427.99,3.75,200.0,15,450,5.5
30841,4358.666666666667,417.6,2.86,225.0,20,450,5.5
30851,4358.666666666667,417.6,2.86,140.0,20,450,5.5
30861,4358.666666666667,417.6,2.86,200.0,20,450,5.5
30871,4358.666666666667,417.6,2.86,80.0,20,450,5.5
30881,2484.032258064516,1077.47,2.5,230.0,19,350,5.5
30891,2484.032258064516,1077.47,2.5,220.0,19,350,5.5
30901,2484.032258064516,1077.47,2.5,200.0,19,350,5.5
30911,5098.984771573604,1284.24,2.43,148.0,25,350,5.5
30921,5098.984771573604,1284.24,2.43,150.0,25,350,5.5
30931,5098.984771573604,1284.24,2.43,50.0,25,350,5.5
30941,5098.984771573604,1284.24,2.43,200.0,25,350,5.5
30951,5215.217391304348,1132.28,2.59,178.0,20,350,5.5
30961,5215.217391304348,1132.28,2.59,170.0,20,350,5.5
30971,5215.217391304348,1132.28,2.59,200.0,20,350,5.5
30981,5215.217391304348,1132.28,2.59,150.0,20,350,5.5
30991,5215.217391304348,1132.28,2.59,50.0,20,350,5.5
31001,4264.202657807309,1461.29,2.0,148.0,21,350,5.5
31011,4264.202657807309,1461.29,2.0,200.0,21,350,5.5
31021,2220.0,947.94,2.68625,280.0,20,350,5.5
31031,2220.0,947.94,2.68625,4.0,20,350,5.5
31041,2220.0,947.94,2.68625,150.0,20,350,5.5
31051,2220.0,947.94,2.68625,200.0,20,350,5.5
31061,4500.0,330.49,3.8146874999999993,280.0,24,350,5.5
